subject,period,grain,metric_zh,value,unit,verification_status,official_value,official_unit,verification_count,verification_method,official_source_url,verification_note
3HK / Hutchison,H2 2024,half_year,经营利润率,0.551,percent,official_only,0.551,percent,5,official_operating_income_divided_by_revenue_reconciliation,https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2025,half_year,经营利润率,0.271,percent,official_only,0.271,percent,4,official_operating_income_divided_by_revenue_reconciliation,https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2025,half_year,经营利润率,0.371,percent,official_only,0.371,percent,5,official_operating_income_divided_by_revenue_reconciliation,https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2016,half_year,营业收入/收益,3472,millions HKD,official_only,3472,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2016/ir2016.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2016,half_year,营业收入/收益,4860,millions HKD,official_only,4860,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2016/ir2016.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2017,half_year,营业收入/收益,3117,millions HKD,official_only,3117,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2017/ir2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2017,half_year,营业收入/收益,3635,millions HKD,official_only,3635,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2017/ir2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2018,half_year,营业收入/收益,4021,millions HKD,official_only,4021,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2018/ir2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2018,half_year,营业收入/收益,3891,millions HKD,official_only,3891,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2018/ir2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2019,half_year,营业收入/收益,2515,millions HKD,official_only,2515,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2019/ir2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2019,half_year,营业收入/收益,3067,millions HKD,official_only,3067,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2019/ir2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2020,half_year,营业收入/收益,1982,millions HKD,official_only,1982,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2020/ir2020.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2020,half_year,营业收入/收益,2563,millions HKD,official_only,2563,millions HKD,3,official_interim_or_annual_minus_interim_reconciliation,https://www.hthkh.com/en/ir/reports/ir2020/ir2020.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2021,half_year,营业收入/收益,2565,millions HKD,official_only,2565,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2021/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2021,half_year,营业收入/收益,2820,millions HKD,official_only,2820,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2021/ar2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2022,half_year,营业收入/收益,2298,millions HKD,official_only,2298,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2022/ir2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2022,half_year,营业收入/收益,2584,millions HKD,official_only,2584,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2022/ar2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2023,half_year,营业收入/收益,2328,millions HKD,official_only,2328,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2023,half_year,营业收入/收益,2568,millions HKD,official_only,2568,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2023/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2024,half_year,营业收入/收益,2058,millions HKD,official_only,2058,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2024,half_year,营业收入/收益,2724,millions HKD,official_only,2724,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2025,half_year,营业收入/收益,2216,millions HKD,official_only,2216,millions HKD,2,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2025,half_year,营业收入/收益,3232,millions HKD,official_only,3232,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2021,half_year,收入同比增长,29.414,percent,official_only,29.414,percent,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2021/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2021,half_year,收入同比增长,10.027,percent,official_only,10.027,percent,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2021/ar2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2022,half_year,收入同比增长,-10.409,percent,official_only,-10.409,percent,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2022/ir2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2022,half_year,收入同比增长,-8.369,percent,official_only,-8.369,percent,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2022/ar2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2023,half_year,收入同比增长,1.305,percent,official_only,1.305,percent,2,official_interim_current_and_comparative_recalculation,https://www.hthkh.com/en/ir/reports/ir2023/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2023,half_year,收入同比增长,-0.619,percent,official_only,-0.619,percent,5,official_full_year_minus_h1_prior_period_reconciliation,https://www.hthkh.com/en/ir/reports/ar2023/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2024,half_year,收入同比增长,-11.598,percent,official_only,-11.598,percent,2,official_interim_current_and_comparative_recalculation,https://www.hthkh.com/en/ir/reports/ir2024/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2024,half_year,收入同比增长,6.075,percent,official_only,6.075,percent,5,official_full_year_minus_h1_prior_period_reconciliation,https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2025,half_year,收入同比增长,7.677,percent,official_only,7.677,percent,2,official_interim_current_and_comparative_recalculation,https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2025,half_year,收入同比增长,25.029,percent,official_only,25.029,percent,5,official_full_year_minus_h1_prior_period_reconciliation,https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2025,half_year,服务收入,1822,millions HKD,official_only,1822,millions HKD,2,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2025,half_year,服务收入,1797,millions HKD,official_only,1797,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H1 2021,half_year,总资产,14886,millions HKD,official_only,14886,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2021/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
3HK / Hutchison,H2 2021,half_year,总资产,"15,446",millions HKD,official_match,15446,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2021/ar2021.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H1 2022,half_year,总资产,"15,131",millions HKD,official_match,15131,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2022/ir2022.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H2 2022,half_year,总资产,"14,956",millions HKD,official_match,14956,millions HKD,5,official_full_year_minus_h1_reconciliation,https://www.hthkh.com/en/ir/reports/ar2022/ar2022.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H1 2023,half_year,总资产,"14,750",millions HKD,official_match,14750,millions HKD,3,official_interim_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H2 2023,half_year,总资产,"14,560",millions HKD,official_match,14560,millions HKD,5,official_annual_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ar2023/financialposition.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H1 2024,half_year,总资产,"14,228",millions HKD,official_match,14228,millions HKD,3,official_interim_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H2 2024,half_year,总资产,"13,970",millions HKD,official_match,13970,millions HKD,5,official_annual_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ar2024/financialposition.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H1 2025,half_year,总资产,"13,634",millions HKD,official_match,13634,millions HKD,4,official_interim_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ir2025/financialposition.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H2 2025,half_year,总资产,"13,412",millions HKD,official_match,13412,millions HKD,5,official_annual_balance_sheet_reconciliation,https://www.hthkh.com/en/ir/reports/ar2025/financialposition.pdf,标准化表与官方值一致，差异 0.000。
3HK / Hutchison,H1 2026,half_year,总资产,"13,565",millions HKD,needs_official_row_crosscheck,,,0,,,
3HK / Hutchison,H1 2021,half_year,总债务,507,millions HKD,official_only,507,millions HKD,3,official_interim_report_multi_section_check,https://www.hthkh.com/en/ir/reports/ir2021/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
